id,birthtime_01,birthtime_02,birthtime_03,birthtime_04,birthtime_05,birthtime_06,birthtime_07,birthtime_08,birthtime_09,birthtime_10,birthtime_11,birthtime_12,birthtime_13,birthtime_14,birthtime_15,birthtime_16,birthtime_17,birthtime_18,birthtime_19,birthtime_20,birthtime_21,birthtime_22,birthtime_23
29,339.983333333333,859.966666666667,,,,,,,,,,,,,,,,,,,,,
30,257.516666666667,377.483333333333,482.483333333333,607.466666666667,734.966666666667,854.966666666667,,,,,,,,,,,,,,,,,
31,797.466666666667,,,,,,,,,,,,,,,,,,,,,,
32,374.983333333333,519.983333333333,699.966666666667,872.483333333333,,,,,,,,,,,,,,,,,,,
33,197.516666666667,297.516666666667,429.983333333333,567.483333333333,859.966666666667,,,,,,,,,,,,,,,,,,
34,300.016666666667,397.483333333333,557.483333333333,839.966666666667,,,,,,,,,,,,,,,,,,,
35,85,162.516666666667,627.483333333333,719.966666666667,734.966666666667,,,,,,,,,,,,,,,,,,
36,240.016666666667,354.983333333333,447.483333333333,519.983333333333,622.466666666667,712.466666666667,804.966666666667,,,,,,,,,,,,,,,,
37,142.516666666667,235.016666666667,327.483333333333,432.483333333333,544.983333333333,617.466666666667,744.966666666667,844.966666666667,,,,,,,,,,,,,,,
38,255.016666666667,399.983333333333,589.983333333333,,,,,,,,,,,,,,,,,,,,
39,487.483333333333,729.966666666667,872.483333333333,,,,,,,,,,,,,,,,,,,,
40,165.016666666667,332.483333333333,434.983333333333,564.983333333333,682.466666666667,802.466666666667,,,,,,,,,,,,,,,,,
41,315.016666666667,419.983333333333,532.483333333333,654.966666666667,667.466666666667,799.966666666667,,,,,,,,,,,,,,,,,
42,95,182.516666666667,280.016666666667,362.483333333333,454.983333333333,577.483333333333,669.966666666667,759.966666666667,864.983333333333,,,,,,,,,,,,,,
43,207.516666666667,332.483333333333,459.983333333333,577.483333333333,729.966666666667,859.966666666667,,,,,,,,,,,,,,,,,
44,347.483333333333,629.966666666667,,,,,,,,,,,,,,,,,,,,,
45,369.983333333333,472.483333333333,572.483333333333,732.466666666667,,,,,,,,,,,,,,,,,,,
46,115,617.466666666667,732.466666666667,,,,,,,,,,,,,,,,,,,,
47,187.516666666667,374.983333333333,687.466666666667,862.466666666667,,,,,,,,,,,,,,,,,,,
48,157.516666666667,280.016666666667,562.483333333333,717.466666666667,817.466666666667,,,,,,,,,,,,,,,,,,
49,285.016666666667,397.483333333333,409.983333333333,502.483333333333,679.966666666667,,,,,,,,,,,,,,,,,,
50,374.983333333333,599.966666666667,732.466666666667,842.466666666667,,,,,,,,,,,,,,,,,,,
51,137.516666666667,315.016666666667,349.983333333333,532.483333333333,697.466666666667,749.966666666667,887.483333333333,,,,,,,,,,,,,,,,
52,110.016666666667,122.5,197.516666666667,394.983333333333,512.483333333333,757.466666666667,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,
54,167.516666666667,277.516666666667,437.483333333333,519.983333333333,654.966666666667,,,,,,,,,,,,,,,,,,
55,374.983333333333,474.983333333333,574.983333333333,724.966666666667,829.966666666667,,,,,,,,,,,,,,,,,,
56,40,285.016666666667,417.483333333333,527.483333333333,669.966666666667,804.966666666667,834.966666666667,,,,,,,,,,,,,,,,
57,117.5,399.983333333333,469.983333333333,679.966666666667,694.966666666667,807.466666666667,,,,,,,,,,,,,,,,,
58,484.983333333333,627.483333333333,,,,,,,,,,,,,,,,,,,,,
59,105.016666666667,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,
61,87.5,185.016666666667,312.516666666667,384.983333333333,469.983333333333,592.483333333333,687.466666666667,727.466666666667,794.966666666667,,,,,,,,,,,,,,
62,439.983333333333,569.983333333333,,,,,,,,,,,,,,,,,,,,,
63,347.483333333333,469.983333333333,817.466666666667,,,,,,,,,,,,,,,,,,,,
64,215.016666666667,349.983333333333,574.983333333333,632.483333333333,707.466666666667,797.466666666667,819.966666666667,,,,,,,,,,,,,,,,
65,135,492.483333333333,604.983333333333,697.466666666667,854.966666666667,,,,,,,,,,,,,,,,,,
66,312.516666666667,479.983333333333,679.966666666667,,,,,,,,,,,,,,,,,,,,
67,195.016666666667,657.466666666667,854.966666666667,,,,,,,,,,,,,,,,,,,,
68,409.983333333333,517.483333333333,627.483333333333,,,,,,,,,,,,,,,,,,,,
69,142.516666666667,337.483333333333,437.483333333333,552.483333333333,712.466666666667,817.466666666667,,,,,,,,,,,,,,,,,
70,617.466666666667,887.483333333333,,,,,,,,,,,,,,,,,,,,,
71,105.016666666667,192.516666666667,285.016666666667,417.483333333333,537.483333333333,704.966666666667,799.966666666667,837.466666666667,,,,,,,,,,,,,,,
72,255.016666666667,392.483333333333,487.483333333333,662.466666666667,754.966666666667,859.966666666667,,,,,,,,,,,,,,,,,
73,452.483333333333,617.466666666667,762.466666666667,,,,,,,,,,,,,,,,,,,,
74,75,212.516666666667,312.516666666667,377.483333333333,617.466666666667,689.966666666667,849.966666666667,,,,,,,,,,,,,,,,
75,70,267.516666666667,434.983333333333,457.483333333333,569.983333333333,602.466666666667,764.966666666667,792.466666666667,,,,,,,,,,,,,,,
76,290.016666666667,359.983333333333,397.483333333333,529.983333333333,687.466666666667,,,,,,,,,,,,,,,,,,
77,117.5,275.016666666667,482.483333333333,719.966666666667,834.966666666667,,,,,,,,,,,,,,,,,,
78,310.066666666667,512.533333333333,,,,,,,,,,,,,,,,,,,,,
79,370.033333333333,465.033333333333,522.533333333333,565.033333333333,660.033333333333,677.533333333333,,,,,,,,,,,,,,,,,
80,185.066666666667,400.033333333333,562.533333333333,742.516666666667,867.533333333333,,,,,,,,,,,,,,,,,,
81,350.033333333333,477.533333333333,620.033333333333,755.016666666667,,,,,,,,,,,,,,,,,,,
82,385.033333333333,532.533333333333,727.533333333333,802.516666666667,,,,,,,,,,,,,,,,,,,
83,712.533333333333,,,,,,,,,,,,,,,,,,,,,,
84,315.066666666667,322.533333333333,430.033333333333,690.033333333333,792.516666666667,,,,,,,,,,,,,,,,,,
85,695.033333333333,865.033333333333,,,,,,,,,,,,,,,,,,,,,
86,95.05,200.05,290.066666666667,412.533333333333,462.533333333333,582.533333333333,712.533333333333,832.516666666667,,,,,,,,,,,,,,,
87,100.05,200.05,297.566666666667,425.033333333333,532.533333333333,640.033333333333,782.516666666667,885.05,,,,,,,,,,,,,,,
88,287.566666666667,317.55,440.033333333333,662.533333333333,,,,,,,,,,,,,,,,,,,
89,192.566666666667,302.566666666667,407.533333333333,502.533333333333,617.533333333333,760.033333333333,,,,,,,,,,,,,,,,,
90,125.05,267.566666666667,642.533333333333,767.516666666667,,,,,,,,,,,,,,,,,,,
91,290.066666666667,432.533333333333,550.033333333333,655.033333333333,,,,,,,,,,,,,,,,,,,
92,117.55,252.566666666667,405.033333333333,520.033333333333,767.516666666667,805.016666666667,,,,,,,,,,,,,,,,,
93,152.55,340.033333333333,392.533333333333,815.016666666667,870.033333333333,,,,,,,,,,,,,,,,,,
94,207.55,372.533333333333,532.533333333333,642.533333333333,737.533333333333,847.516666666667,,,,,,,,,,,,,,,,,
95,685.033333333333,800.016666666667,,,,,,,,,,,,,,,,,,,,,
96,355.033333333333,490.033333333333,600.033333333333,705.033333333333,825.016666666667,,,,,,,,,,,,,,,,,,
97,435.033333333333,560.016666666667,667.533333333333,717.533333333333,,,,,,,,,,,,,,,,,,,
98,410.033333333333,615.033333333333,737.533333333333,847.516666666667,867.533333333333,,,,,,,,,,,,,,,,,,
99,85.05,220.066666666667,830.016666666667,,,,,,,,,,,,,,,,,,,,
100,295.066666666667,490.033333333333,782.516666666667,,,,,,,,,,,,,,,,,,,,
101,105.05,380.033333333333,492.533333333333,615.033333333333,752.516666666667,835.016666666667,,,,,,,,,,,,,,,,,
102,610.033333333333,802.516666666667,,,,,,,,,,,,,,,,,,,,,
103,535.033333333333,767.516666666667,,,,,,,,,,,,,,,,,,,,,
104,445.033333333333,525.033333333333,545.033333333333,610.033333333333,630.033333333333,715.033333333333,,,,,,,,,,,,,,,,,
105,252.566666666667,350.033333333333,440.033333333333,577.533333333333,775.033333333333,842.516666666667,,,,,,,,,,,,,,,,,
106,145.05,675.033333333333,,,,,,,,,,,,,,,,,,,,,
107,87.55,160.05,237.583333333333,357.533333333333,390.033333333333,475.033333333333,625.033333333333,745.016666666667,,,,,,,,,,,,,,,
108,167.566666666667,370.033333333333,425.033333333333,,,,,,,,,,,,,,,,,,,,
109,190.066666666667,342.533333333333,557.533333333333,,,,,,,,,,,,,,,,,,,,
110,127.55,540.033333333333,717.533333333333,,,,,,,,,,,,,,,,,,,,
111,197.566666666667,315.066666666667,410.033333333333,515.033333333333,640.033333333333,770.016666666667,,,,,,,,,,,,,,,,,
112,65.05,157.55,397.533333333333,520.033333333333,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,
114,95.05,190.066666666667,282.566666666667,395.033333333333,517.533333333333,,,,,,,,,,,,,,,,,,
115,297.566666666667,702.533333333333,877.55,,,,,,,,,,,,,,,,,,,,
116,120.05,325.05,427.533333333333,512.533333333333,622.533333333333,750.033333333333,877.55,,,,,,,,,,,,,,,,
117,97.55,207.55,492.533333333333,632.533333333333,817.516666666667,,,,,,,,,,,,,,,,,,
118,90.05,545.033333333333,585.016666666667,605.033333333333,630.033333333333,660.033333333333,680.033333333333,690.033333333333,697.533333333333,705.033333333333,715.033333333333,745.016666666667,752.516666666667,760.033333333333,777.516666666667,,,,,,,,
119,627.533333333333,812.516666666667,,,,,,,,,,,,,,,,,,,,,
120,342.533333333333,460.033333333333,877.55,,,,,,,,,,,,,,,,,,,,
121,470.033333333333,830.016666666667,,,,,,,,,,,,,,,,,,,,,
122,342.533333333333,527.533333333333,660.033333333333,762.533333333333,865.033333333333,,,,,,,,,,,,,,,,,,
123,290.066666666667,387.533333333333,447.533333333333,487.533333333333,610.033333333333,,,,,,,,,,,,,,,,,,
124,260.066666666667,402.533333333333,547.533333333333,642.533333333333,760.033333333333,845.016666666667,,,,,,,,,,,,,,,,,
125,92.55,322.533333333333,465.033333333333,582.533333333333,655.033333333333,715.033333333333,812.516666666667,892.55,,,,,,,,,,,,,,,
126,120.05,492.533333333333,590.016666666667,712.533333333333,822.516666666667,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,
128,122.55,282.566666666667,372.533333333333,397.533333333333,560.016666666667,672.533333333333,707.533333333333,860.016666666667,,,,,,,,,,,,,,,
129,137.566666666667,372.533333333333,550.033333333333,735.033333333333,,,,,,,,,,,,,,,,,,,
130,145.05,267.566666666667,440.033333333333,517.533333333333,605.033333333333,,,,,,,,,,,,,,,,,,
131,662.533333333333,,,,,,,,,,,,,,,,,,,,,,
132,255.066666666667,387.533333333333,775.033333333333,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,,,,,,,,,,,
134,260.066666666667,405.033333333333,642.533333333333,,,,,,,,,,,,,,,,,,,,
135,155.066666666667,247.566666666667,345.05,445.033333333333,570.033333333333,670.033333333333,770.016666666667,875.033333333333,,,,,,,,,,,,,,,
136,212.566666666667,390.033333333333,507.533333333333,612.533333333333,710.033333333333,830.016666666667,,,,,,,,,,,,,,,,,
137,342.533333333333,492.533333333333,637.533333333333,795.016666666667,,,,,,,,,,,,,,,,,,,
138,72.55,175.05,295.066666666667,597.533333333333,735.033333333333,857.516666666667,,,,,,,,,,,,,,,,,
139,255.066666666667,352.533333333333,382.533333333333,572.533333333333,697.533333333333,825.016666666667,,,,,,,,,,,,,,,,,
140,115.05,180.066666666667,237.583333333333,330.05,385.033333333333,552.533333333333,665.033333333333,762.533333333333,877.55,,,,,,,,,,,,,,
141,480.033333333333,642.533333333333,850.016666666667,,,,,,,,,,,,,,,,,,,,
142,192.566666666667,395.033333333333,615.033333333333,807.516666666667,,,,,,,,,,,,,,,,,,,
143,115.05,205.066666666667,320.05,432.533333333333,532.533333333333,767.516666666667,880.05,,,,,,,,,,,,,,,,
144,140.05,340.033333333333,,,,,,,,,,,,,,,,,,,,,
145,260.066666666667,365.033333333333,440.033333333333,540.033333333333,630.033333333333,722.533333333333,810.016666666667,890.05,,,,,,,,,,,,,,,
146,57.55,217.566666666667,307.566666666667,372.533333333333,485.05,580.033333333333,612.533333333333,715.033333333333,770.016666666667,880.05,,,,,,,,,,,,,
147,457.533333333333,640.033333333333,840.016666666667,,,,,,,,,,,,,,,,,,,,
148,382.533333333333,520.033333333333,717.533333333333,,,,,,,,,,,,,,,,,,,,
149,382.533333333333,532.533333333333,712.533333333333,810.016666666667,,,,,,,,,,,,,,,,,,,
150,127.6,227.616666666667,317.6,430.083333333333,537.583333333333,627.583333333333,727.583333333333,,,,,,,,,,,,,,,,
151,77.6,250.116666666667,370.083333333333,455.083333333333,497.583333333333,570.083333333333,587.566666666667,617.566666666667,857.583333333333,,,,,,,,,,,,,,
152,367.583333333333,545.083333333333,595.083333333333,685.066666666667,757.583333333333,,,,,,,,,,,,,,,,,,
153,175.1,287.616666666667,400.083333333333,500.083333333333,595.083333333333,680.083333333333,775.083333333333,885.1,,,,,,,,,,,,,,,
154,370.083333333333,515.066666666667,690.066666666667,747.566666666667,795.083333333333,830.083333333333,,,,,,,,,,,,,,,,,
155,450.083333333333,597.583333333333,867.583333333333,,,,,,,,,,,,,,,,,,,,
156,255.116666666667,375.083333333333,415.083333333333,485.1,635.066666666667,,,,,,,,,,,,,,,,,,
157,105.1,457.583333333333,627.583333333333,697.583333333333,760.083333333333,812.583333333333,,,,,,,,,,,,,,,,,
158,67.6,162.6,365.083333333333,467.583333333333,580.083333333333,662.583333333333,805.083333333333,827.583333333333,880.1,,,,,,,,,,,,,,
159,110.1,242.6,277.616666666667,320.1,365.083333333333,422.583333333333,552.583333333333,627.583333333333,742.583333333333,882.6,,,,,,,,,,,,,
160,157.6,277.616666666667,530.083333333333,632.566666666667,737.583333333333,830.083333333333,,,,,,,,,,,,,,,,,
161,112.6,252.616666666667,390.083333333333,507.583333333333,617.566666666667,692.583333333333,865.083333333333,,,,,,,,,,,,,,,,
162,297.616666666667,425.083333333333,670.083333333333,745.066666666667,835.066666666667,,,,,,,,,,,,,,,,,,
163,160.1,255.116666666667,605.083333333333,722.583333333333,862.583333333333,,,,,,,,,,,,,,,,,,
164,707.566666666667,827.583333333333,,,,,,,,,,,,,,,,,,,,,
165,150.1,280.116666666667,385.083333333333,427.583333333333,615.083333333333,725.1,,,,,,,,,,,,,,,,,
166,145.1,287.616666666667,385.083333333333,495.083333333333,607.583333333333,695.083333333333,730.083333333333,,,,,,,,,,,,,,,,
167,217.6,367.583333333333,540.066666666667,735.083333333333,840.066666666667,,,,,,,,,,,,,,,,,,
168,867.583333333333,,,,,,,,,,,,,,,,,,,,,,
169,330.1,452.583333333333,617.566666666667,765.083333333333,,,,,,,,,,,,,,,,,,,
170,350.083333333333,597.583333333333,787.583333333333,,,,,,,,,,,,,,,,,,,,
171,115.1,330.1,,,,,,,,,,,,,,,,,,,,,
172,195.1,410.083333333333,812.583333333333,,,,,,,,,,,,,,,,,,,,
173,417.583333333333,525.083333333333,625.083333333333,720.083333333333,815.083333333333,,,,,,,,,,,,,,,,,,
174,197.616666666667,712.583333333333,832.566666666667,,,,,,,,,,,,,,,,,,,,
175,,,,,,,,,,,,,,,,,,,,,,,
176,337.583333333333,500.083333333333,655.083333333333,702.566666666667,,,,,,,,,,,,,,,,,,,
177,310.116666666667,442.583333333333,605.083333333333,750.083333333333,,,,,,,,,,,,,,,,,,,
178,497.583333333333,875.1,,,,,,,,,,,,,,,,,,,,,
179,,,,,,,,,,,,,,,,,,,,,,,
180,197.616666666667,327.583333333333,442.583333333333,575.083333333333,,,,,,,,,,,,,,,,,,,
181,77.6,287.616666666667,382.583333333333,470.083333333333,527.566666666667,697.583333333333,787.583333333333,845.066666666667,,,,,,,,,,,,,,,
182,100.1,185.116666666667,257.616666666667,390.083333333333,600.083333333333,707.566666666667,790.066666666667,,,,,,,,,,,,,,,,
183,267.616666666667,540.066666666667,810.083333333333,,,,,,,,,,,,,,,,,,,,
184,172.6,,,,,,,,,,,,,,,,,,,,,,
185,272.616666666667,387.583333333333,525.083333333333,635.066666666667,820.066666666667,,,,,,,,,,,,,,,,,,
186,225.116666666667,285.116666666667,362.583333333333,400.083333333333,492.583333333333,612.583333333333,690.066666666667,740.083333333333,880.1,,,,,,,,,,,,,,
187,840.066666666667,,,,,,,,,,,,,,,,,,,,,,
188,162.6,295.116666666667,380.083333333333,492.583333333333,635.066666666667,690.066666666667,835.066666666667,,,,,,,,,,,,,,,,
189,110.1,252.616666666667,372.583333333333,530.083333333333,657.583333333333,735.083333333333,770.083333333333,842.583333333333,,,,,,,,,,,,,,,
190,265.116666666667,375.083333333333,515.066666666667,677.583333333333,855.066666666667,,,,,,,,,,,,,,,,,,
191,105.1,245.1,367.583333333333,487.583333333333,617.566666666667,,,,,,,,,,,,,,,,,,
192,112.6,235.116666666667,322.6,420.083333333333,545.083333333333,695.083333333333,752.566666666667,772.583333333333,892.6,,,,,,,,,,,,,,
193,55.1,300.116666666667,392.583333333333,505.083333333333,710.083333333333,755.083333333333,825.066666666667,,,,,,,,,,,,,,,,
194,12.6,27.5833333333333,182.6,427.583333333333,562.583333333333,680.083333333333,840.066666666667,,,,,,,,,,,,,,,,
195,57.6,537.583333333333,697.583333333333,855.066666666667,,,,,,,,,,,,,,,,,,,
196,92.6,282.616666666667,440.083333333333,752.566666666667,845.066666666667,875.1,,,,,,,,,,,,,,,,,
197,317.6,505.083333333333,675.083333333333,837.583333333333,,,,,,,,,,,,,,,,,,,
198,87.6,212.6,,,,,,,,,,,,,,,,,,,,,
199,280.116666666667,470.083333333333,625.083333333333,782.566666666667,,,,,,,,,,,,,,,,,,,
200,197.616666666667,432.583333333333,600.083333333333,,,,,,,,,,,,,,,,,,,,
201,240.116666666667,360.083333333333,462.583333333333,535.083333333333,570.083333333333,792.583333333333,,,,,,,,,,,,,,,,,
202,50.1,170.116666666667,287.616666666667,355.083333333333,397.583333333333,477.583333333333,597.583333333333,682.566666666667,760.083333333333,,,,,,,,,,,,,,
203,145.1,342.583333333333,482.583333333333,580.083333333333,755.083333333333,,,,,,,,,,,,,,,,,,
204,147.6,395.083333333333,612.583333333333,767.583333333333,882.6,,,,,,,,,,,,,,,,,,
205,312.616666666667,362.583333333333,510.083333333333,797.583333333333,,,,,,,,,,,,,,,,,,,
206,95.1,477.583333333333,635.066666666667,677.583333333333,825.066666666667,,,,,,,,,,,,,,,,,,
207,567.566666666667,787.583333333333,,,,,,,,,,,,,,,,,,,,,
208,347.583333333333,507.583333333333,725.1,,,,,,,,,,,,,,,,,,,,
209,737.583333333333,825.066666666667,,,,,,,,,,,,,,,,,,,,,
210,297.616666666667,470.083333333333,600.083333333333,650.083333333333,770.083333333333,,,,,,,,,,,,,,,,,,
211,325.1,860.066666666667,,,,,,,,,,,,,,,,,,,,,
212,230.1,300.116666666667,737.583333333333,862.583333333333,,,,,,,,,,,,,,,,,,,
213,767.583333333333,787.583333333333,815.083333333333,,,,,,,,,,,,,,,,,,,,
214,80.1,175.1,290.116666666667,455.083333333333,790.066666666667,,,,,,,,,,,,,,,,,,
215,170.116666666667,367.583333333333,445.083333333333,582.583333333333,707.566666666667,790.066666666667,,,,,,,,,,,,,,,,,
216,65.1,192.6,397.583333333333,525.083333333333,645.066666666667,,,,,,,,,,,,,,,,,,
217,132.6,240.116666666667,445.083333333333,537.583333333333,625.083333333333,732.566666666667,807.566666666667,,,,,,,,,,,,,,,,
218,190.116666666667,522.583333333333,627.583333333333,,,,,,,,,,,,,,,,,,,,
219,60.1,162.6,420.083333333333,505.083333333333,610.083333333333,690.066666666667,,,,,,,,,,,,,,,,,
220,280.116666666667,407.583333333333,750.083333333333,,,,,,,,,,,,,,,,,,,,
221,422.583333333333,507.583333333333,742.583333333333,855.066666666667,,,,,,,,,,,,,,,,,,,
222,280.183333333333,422.65,540.15,672.65,,,,,,,,,,,,,,,,,,,
223,360.15,690.15,737.65,807.65,,,,,,,,,,,,,,,,,,,
224,70.1666666666667,97.6666666666667,332.65,442.65,660.166666666667,762.666666666667,,,,,,,,,,,,,,,,,
225,272.683333333333,367.65,487.65,595.166666666667,717.65,822.65,,,,,,,,,,,,,,,,,
226,427.65,810.15,852.65,,,,,,,,,,,,,,,,,,,,
227,92.6666666666667,217.683333333333,317.683333333333,502.65,692.65,795.15,,,,,,,,,,,,,,,,,
228,82.65,137.683333333333,280.183333333333,427.65,530.15,740.15,,,,,,,,,,,,,,,,,
229,10.1666666666667,75.1666666666667,177.683333333333,335.15,400.15,497.65,592.65,832.65,,,,,,,,,,,,,,,
230,230.166666666667,342.65,450.15,525.15,640.15,757.666666666667,845.15,,,,,,,,,,,,,,,,
231,262.7,430.15,617.65,790.15,,,,,,,,,,,,,,,,,,,
232,337.65,445.15,560.15,715.15,877.683333333333,,,,,,,,,,,,,,,,,,
233,640.15,842.65,,,,,,,,,,,,,,,,,,,,,
234,232.683333333333,760.15,882.683333333333,,,,,,,,,,,,,,,,,,,,
235,72.6666666666667,170.183333333333,290.183333333333,377.65,502.65,602.65,730.15,822.65,,,,,,,,,,,,,,,
236,317.683333333333,442.65,550.15,672.65,795.15,,,,,,,,,,,,,,,,,,
237,217.683333333333,467.65,592.65,765.166666666667,,,,,,,,,,,,,,,,,,,
238,130.166666666667,390.15,517.666666666667,652.65,767.65,,,,,,,,,,,,,,,,,,
239,42.6666666666667,160.166666666667,287.683333333333,410.166666666667,542.65,677.65,720.15,827.666666666667,880.183333333333,,,,,,,,,,,,,,
240,830.15,,,,,,,,,,,,,,,,,,,,,,
241,202.683333333333,447.65,467.65,645.15,,,,,,,,,,,,,,,,,,,
242,417.65,522.65,757.666666666667,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,,,
244,142.666666666667,412.65,455.15,540.15,590.15,635.15,760.15,,,,,,,,,,,,,,,,
245,182.666666666667,315.183333333333,405.15,580.166666666667,717.65,832.65,,,,,,,,,,,,,,,,,
246,480.15,672.65,807.65,,,,,,,,,,,,,,,,,,,,
247,280.183333333333,540.15,687.65,865.15,,,,,,,,,,,,,,,,,,,
248,5.15,120.166666666667,182.666666666667,232.683333333333,312.683333333333,502.65,597.666666666667,610.15,717.65,,,,,,,,,,,,,,
249,522.65,727.65,860.15,,,,,,,,,,,,,,,,,,,,
250,235.166666666667,402.65,610.15,682.65,760.15,,,,,,,,,,,,,,,,,,
251,165.166666666667,442.65,600.15,732.65,885.183333333333,,,,,,,,,,,,,,,,,,
252,317.683333333333,,,,,,,,,,,,,,,,,,,,,,
253,587.633333333333,760.15,,,,,,,,,,,,,,,,,,,,,
254,447.65,665.166666666667,865.15,,,,,,,,,,,,,,,,,,,,
255,292.7,,,,,,,,,,,,,,,,,,,,,,
256,117.666666666667,255.183333333333,355.15,465.15,522.65,560.15,682.65,767.65,,,,,,,,,,,,,,,
257,440.166666666667,477.666666666667,575.15,797.65,832.65,,,,,,,,,,,,,,,,,,
258,107.666666666667,340.15,585.15,622.65,635.15,647.65,672.65,,,,,,,,,,,,,,,,
259,270.183333333333,615.15,720.15,,,,,,,,,,,,,,,,,,,,
260,,,,,,,,,,,,,,,,,,,,,,,
261,322.666666666667,447.65,567.65,855.15,,,,,,,,,,,,,,,,,,,
262,282.683333333333,385.15,430.15,600.15,715.15,822.65,,,,,,,,,,,,,,,,,
263,195.166666666667,347.65,602.65,680.166666666667,825.15,,,,,,,,,,,,,,,,,,
264,145.166666666667,262.7,665.166666666667,,,,,,,,,,,,,,,,,,,,
265,,,,,,,,,,,,,,,,,,,,,,,
266,127.666666666667,265.2,377.65,470.15,607.65,707.65,832.65,,,,,,,,,,,,,,,,
267,250.183333333333,400.15,642.65,702.65,,,,,,,,,,,,,,,,,,,
268,247.683333333333,505.15,562.65,685.15,820.15,,,,,,,,,,,,,,,,,,
269,87.6666666666667,210.183333333333,377.65,435.15,477.666666666667,600.15,690.15,807.65,,,,,,,,,,,,,,,
270,590.15,690.15,850.15,,,,,,,,,,,,,,,,,,,,
271,202.683333333333,357.65,492.65,615.15,730.15,860.15,,,,,,,,,,,,,,,,,
272,205.183333333333,392.666666666667,485.166666666667,700.15,800.15,822.65,,,,,,,,,,,,,,,,,
273,145.166666666667,372.666666666667,452.65,607.65,717.65,,,,,,,,,,,,,,,,,,
274,20.1666666666667,295.183333333333,452.65,567.65,812.666666666667,,,,,,,,,,,,,,,,,,
275,160.166666666667,330.166666666667,415.15,517.666666666667,865.15,,,,,,,,,,,,,,,,,,
276,215.183333333333,355.15,445.15,840.15,,,,,,,,,,,,,,,,,,,
