id,birthtime_1,birthtime_2,birthtime_3,birthtime_4,birthtime_5,birthtime_6,birthtime_7,birthtime_8,birthtime_9,birthtime_10,birthtime_11,birthtime_12,birthtime_13,birthtime_14,birthtime_15,birthtime_16,birthtime_17,birthtime_18,birthtime_19,birthtime_20,birthtime_21,birthtime_22,birthtime_23,birthtime_24,birthtime_25,birthtime_26,birthtime_27
16,121.983333333333,221.983333333333,256.983333333333,351.983333333333,416.966666666667,491.983333333333,527,742,787.033333333333,827.016666666667,1277.01666666667,,,,,,,,,,,,,,,,
17,266.983333333333,381.983333333333,532,537.016666666667,777.016666666667,,,,,,,,,,,,,,,,,,,,,,
18,10.9,15.8833333333333,81.9833333333333,171.966666666667,176.966666666667,246.983333333333,512,567,632,722,802.016666666667,887.05,1057.01666666667,1291.98333333333,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,45.9,136.966666666667,216.95,221.983333333333,292,341.966666666667,562,667.016666666667,807.016666666667,822.016666666667,907.033333333333,,,,,,,,,,,,,,,,
21,66.0666666666667,186.966666666667,196.966666666667,366.983333333333,517,662,667.016666666667,767.016666666667,807.016666666667,857,912.033333333333,,,,,,,,,,,,,,,,
22,101.983333333333,106.983333333333,221.983333333333,517,747.033333333333,,,,,,,,,,,,,,,,,,,,,,
23,36.05,122.133333333333,177.133333333333,422.15,447.15,592.166666666667,697.166666666667,822.183333333333,907.183333333333,,,,,,,,,,,,,,,,,,
24,82.1333333333333,87.1333333333333,112.166666666667,252.133333333333,327.15,407.15,612.15,622.15,737.166666666667,1117.18333333333,1252.15,,,,,,,,,,,,,,,,
25,46.0333333333333,152.116666666667,217.1,292.2,402.15,427.133333333333,757.166666666667,777.166666666667,857.15,,,,,,,,,,,,,,,,,,
26,1.01666666666667,56.05,142.116666666667,217.1,247.133333333333,397.166666666667,532.15,862.2,892.183333333333,1007.18333333333,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,51.0166666666667,162.116666666667,262.15,352.15,392.133333333333,477.15,702.216666666667,822.183333333333,1157.16666666667,,,,,,,,,,,,,,,,,,
29,56.05,72.1,147.15,202.133333333333,327.15,352.15,417.116666666667,487.133333333333,522.15,657.2,712.2,752.233333333333,847.166666666667,987.2,1022.21666666667,1062.21666666667,,,,,,,,,,,
30,36.05,41.0333333333333,197.133333333333,307.116666666667,452.133333333333,477.15,482.133333333333,732.166666666667,,,,,,,,,,,,,,,,,,,
31,137.15,247.133333333333,252.133333333333,387.15,567.15,572.166666666667,672.183333333333,687.183333333333,742.15,822.183333333333,1157.16666666667,,,,,,,,,,,,,,,,
32,1.01666666666667,51.0166666666667,237.15,377.116666666667,447.15,497.116666666667,517.166666666667,817.166666666667,822.183333333333,847.166666666667,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,202.133333333333,617.15,,,,,,,,,,,,,,,,,,,,,,,,,
35,72.1,187.116666666667,342.15,382.133333333333,432.133333333333,462.133333333333,582.15,592.166666666667,632.133333333333,707.15,752.233333333333,782.216666666667,937.2,,,,,,,,,,,,,,
36,1.01666666666667,127.15,187.116666666667,337.133333333333,482.133333333333,497.116666666667,652.15,697.166666666667,717.166666666667,757.166666666667,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,6.06666666666667,36.05,597.166666666667,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,66.2166666666667,257.15,292.2,367.15,517.166666666667,532.15,677.183333333333,,,,,,,,,,,,,,,,,,,,
41,6.06666666666667,142.116666666667,347.133333333333,632.133333333333,737.166666666667,757.166666666667,807.216666666667,952.183333333333,,,,,,,,,,,,,,,,,,,
42,142.116666666667,197.133333333333,212.116666666667,237.15,297.183333333333,312.116666666667,377.116666666667,467.133333333333,522.15,602.15,902.166666666667,907.183333333333,1002.21666666667,1037.21666666667,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1.01666666666667,177.133333333333,227.15,362.116666666667,372.15,412.133333333333,607.216666666667,652.15,742.15,777.166666666667,,,,,,,,,,,,,,,,,
45,122.133333333333,142.116666666667,257.15,302.133333333333,377.116666666667,557.15,667.166666666667,752.233333333333,797.183333333333,1142.16666666667,1197.18333333333,,,,,,,,,,,,,,,,
46,1.01666666666667,142.116666666667,252.133333333333,292.2,352.15,397.166666666667,487.133333333333,517.166666666667,637.2,757.166666666667,762.216666666667,837.166666666667,857.15,1042.21666666667,1097.16666666667,,,,,,,,,,,,
47,1.01666666666667,112.166666666667,292.2,432.133333333333,597.166666666667,692.183333333333,862.2,1227.16666666667,,,,,,,,,,,,,,,,,,,
48,26.0166666666667,51.0166666666667,242.133333333333,362.116666666667,387.15,522.15,667.166666666667,697.166666666667,1057.18333333333,1242.18333333333,1287.15,,,,,,,,,,,,,,,,
49,1.01666666666667,107.15,247.133333333333,397.166666666667,402.15,592.166666666667,617.15,712.2,737.166666666667,837.166666666667,1067.21666666667,1117.18333333333,1282.11666666667,,,,,,,,,,,,,,
50,1.01666666666667,132.116666666667,257.15,402.15,582.15,607.216666666667,682.15,712.2,842.183333333333,987.2,,,,,,,,,,,,,,,,,
51,56.05,82.1333333333333,222.133333333333,232.116666666667,282.116666666667,377.116666666667,527.15,552.133333333333,602.15,622.15,732.166666666667,832.166666666667,,,,,,,,,,,,,,,
52,437.15,487.133333333333,492.133333333333,767.216666666667,812.183333333333,952.183333333333,1112.16666666667,1157.16666666667,1192.16666666667,1197.18333333333,1237.16666666667,1317.11666666667,,,,,,,,,,,,,,,
53,66.2166666666667,107.15,212.116666666667,222.133333333333,342.15,372.15,387.15,592.166666666667,627.183333333333,647.15,842.183333333333,,,,,,,,,,,,,,,,
54,1.01666666666667,177.133333333333,257.15,577.15,712.2,757.166666666667,777.166666666667,817.166666666667,,,,,,,,,,,,,,,,,,,
55,51.0166666666667,252.133333333333,257.15,347.133333333333,367.15,462.133333333333,517.166666666667,607.216666666667,702.216666666667,742.15,,,,,,,,,,,,,,,,,
56,31.0333333333333,66.2166666666667,127.15,202.133333333333,262.15,272.15,427.133333333333,442.15,477.15,642.15,662.15,672.183333333333,702.216666666667,777.166666666667,1142.16666666667,,,,,,,,,,,,
57,1.01666666666667,127.15,237.15,382.133333333333,477.15,652.15,802.166666666667,812.183333333333,,,,,,,,,,,,,,,,,,,
58,77.1166666666667,207.116666666667,332.133333333333,477.15,632.133333333333,762.216666666667,797.183333333333,882.166666666667,,,,,,,,,,,,,,,,,,,
59,87.1333333333333,217.1,237.15,437.15,467.133333333333,527.15,807.216666666667,867.183333333333,,,,,,,,,,,,,,,,,,,
60,417.116666666667,592.166666666667,722.166666666667,767.216666666667,857.15,877.2,1177.2,1192.16666666667,,,,,,,,,,,,,,,,,,,
61,1.01666666666667,142.116666666667,367.15,412.133333333333,602.15,612.15,742.15,,,,,,,,,,,,,,,,,,,,
62,312.266666666667,357.266666666667,417.25,447.283333333333,557.283333333333,932.35,962.333333333333,1107.3,,,,,,,,,,,,,,,,,,,
63,917.333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
64,237.3,357.266666666667,527.283333333333,597.316666666667,632.3,662.3,,,,,,,,,,,,,,,,,,,,,
65,1.16666666666667,102.266666666667,247.283333333333,252.266666666667,382.266666666667,422.283333333333,527.283333333333,532.3,592.3,622.283333333333,642.3,672.333333333333,752.383333333333,757.316666666667,882.316666666667,987.35,1012.35,1182.31666666667,1242.31666666667,,,,,,,,
66,232.25,392.266666666667,502.266666666667,552.3,592.3,682.3,757.316666666667,882.316666666667,942.333333333333,,,,,,,,,,,,,,,,,,
67,56.1833333333333,187.25,312.266666666667,507.266666666667,527.283333333333,632.3,697.333333333333,817.3,877.35,937.333333333333,1042.36666666667,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1.16666666666667,147.283333333333,202.283333333333,287.266666666667,327.3,492.266666666667,622.283333333333,837.316666666667,862.35,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,202.283333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
73,56.1833333333333,107.283333333333,262.283333333333,722.316666666667,897.316666666667,,,,,,,,,,,,,,,,,,,,,,
74,1.16666666666667,162.266666666667,197.283333333333,357.266666666667,507.266666666667,557.283333333333,762.35,827.316666666667,832.3,897.316666666667,,,,,,,,,,,,,,,,,
75,26.1666666666667,117.266666666667,172.25,292.35,367.283333333333,537.333333333333,712.35,717.3,747.35,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,21.2,517.316666666667,,,,,,,,,,,,,,,,,,,,,,,,,
78,512.316666666667,,,,,,,,,,,,,,,,,,,,,,,,,,
79,26.1666666666667,182.25,212.266666666667,337.283333333333,632.3,657.35,772.316666666667,857.3,,,,,,,,,,,,,,,,,,,
80,167.266666666667,302.266666666667,337.283333333333,417.25,497.266666666667,517.316666666667,597.316666666667,747.35,837.316666666667,1222.31666666667,,,,,,,,,,,,,,,,,
81,36.1833333333333,232.25,507.266666666667,527.283333333333,777.333333333333,832.3,882.316666666667,,,,,,,,,,,,,,,,,,,,
82,142.25,252.266666666667,377.266666666667,612.283333333333,617.3,872.35,947.333333333333,1057.33333333333,,,,,,,,,,,,,,,,,,,
83,1012.35,,,,,,,,,,,,,,,,,,,,,,,,,,
84,137.3,252.266666666667,492.266666666667,532.3,572.316666666667,592.3,,,,,,,,,,,,,,,,,,,,,
85,92.2833333333333,132.266666666667,342.283333333333,357.266666666667,442.3,482.283333333333,497.266666666667,502.266666666667,672.333333333333,802.316666666667,857.3,1207.3,1277.31666666667,,,,,,,,,,,,,,
86,36.1833333333333,127.283333333333,157.25,227.3,332.283333333333,347.266666666667,497.266666666667,512.316666666667,547.283333333333,647.3,672.333333333333,752.383333333333,772.316666666667,802.316666666667,842.333333333333,847.316666666667,882.316666666667,,,,,,,,,,
87,51.15,92.2833333333333,172.25,282.266666666667,342.283333333333,367.283333333333,487.283333333333,562.283333333333,592.3,637.333333333333,827.316666666667,862.35,962.333333333333,,,,,,,,,,,,,,
88,1.16666666666667,11.2,21.2,367.283333333333,432.283333333333,512.316666666667,562.283333333333,577.3,827.316666666667,847.316666666667,932.35,1287.28333333333,,,,,,,,,,,,,,,
89,1.16666666666667,167.266666666667,172.25,222.283333333333,287.266666666667,742.283333333333,1222.31666666667,,,,,,,,,,,,,,,,,,,,
90,11.2,56.1833333333333,162.266666666667,172.25,312.266666666667,442.3,592.3,672.333333333333,1017.33333333333,1087.35,,,,,,,,,,,,,,,,,
91,36.1833333333333,187.25,277.316666666667,312.266666666667,402.3,407.283333333333,522.3,622.283333333333,717.3,807.35,922.316666666667,1017.33333333333,,,,,,,,,,,,,,,
92,112.3,287.266666666667,427.283333333333,437.3,662.3,872.35,987.35,,,,,,,,,,,,,,,,,,,,
93,1.16666666666667,162.266666666667,362.266666666667,432.283333333333,572.316666666667,707.3,737.316666666667,842.333333333333,867.333333333333,897.316666666667,942.333333333333,1267.33333333333,,,,,,,,,,,,,,,
94,232.25,467.266666666667,592.3,807.35,,,,,,,,,,,,,,,,,,,,,,,
95,1.16666666666667,77.2666666666667,192.3,382.266666666667,417.25,507.266666666667,647.3,757.316666666667,762.35,897.316666666667,1117.33333333333,,,,,,,,,,,,,,,,
96,92.2833333333333,192.3,222.283333333333,332.283333333333,412.266666666667,477.3,482.283333333333,527.283333333333,577.3,612.283333333333,642.3,737.316666666667,747.35,792.333333333333,,,,,,,,,,,,,
97,11.2,127.283333333333,182.25,197.283333333333,357.266666666667,487.283333333333,512.316666666667,517.316666666667,522.3,527.283333333333,662.3,717.3,807.35,862.35,902.333333333333,1052.33333333333,1067.35,1097.31666666667,,,,,,,,,
98,1.16666666666667,112.3,252.266666666667,282.266666666667,437.3,562.283333333333,642.3,717.3,732.316666666667,767.366666666667,792.333333333333,822.333333333333,862.35,1097.31666666667,,,,,,,,,,,,,
99,272.433333333333,507.416666666667,577.433333333333,727.466666666667,762.5,777.483333333333,837.466666666667,897.466666666667,932.483333333333,957.5,982.45,992.466666666667,,,,,,,,,,,,,,,
100,82.4166666666667,157.383333333333,472.433333333333,607.5,827.466666666667,,,,,,,,,,,,,,,,,,,,,,
101,102.416666666667,302.416666666667,487.416666666667,687.483333333333,862.5,,,,,,,,,,,,,,,,,,,,,,
102,36.3333333333333,267.433333333333,312.4,327.45,362.416666666667,582.433333333333,647.45,782.516666666667,842.483333333333,847.466666666667,877.483333333333,907.466666666667,1207.45,,,,,,,,,,,,,,
103,21.35,117.416666666667,247.416666666667,267.433333333333,312.4,317.433333333333,347.416666666667,397.45,812.466666666667,,,,,,,,,,,,,,,,,,
104,36.3333333333333,152.4,167.4,282.416666666667,397.45,442.45,577.433333333333,627.466666666667,757.466666666667,837.466666666667,,,,,,,,,,,,,,,,,
105,31.3166666666667,182.4,217.383333333333,272.433333333333,312.4,467.416666666667,622.433333333333,772.45,777.483333333333,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,297.483333333333,412.416666666667,767.5,812.466666666667,852.433333333333,922.466666666667,1182.46666666667,,,,,,,,,,,,,,,,,,,,
108,36.3333333333333,367.433333333333,372.433333333333,497.4,587.433333333333,907.466666666667,,,,,,,,,,,,,,,,,,,,,
109,562.433333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
110,6.35,162.4,297.483333333333,632.45,657.483333333333,812.466666666667,827.466666666667,842.483333333333,1152.43333333333,1157.45,1277.45,1282.4,1292.4,1352.46666666667,1357.43333333333,,,,,,,,,,,,
111,1.31666666666667,97.4,197.416666666667,407.433333333333,477.45,567.433333333333,617.45,657.483333333333,672.483333333333,737.466666666667,747.5,927.45,1027.5,1277.45,,,,,,,,,,,,,
112,1.31666666666667,137.433333333333,317.433333333333,472.433333333333,627.466666666667,672.483333333333,787.483333333333,802.45,947.466666666667,,,,,,,,,,,,,,,,,,
113,56.3333333333333,172.4,262.433333333333,292.483333333333,317.433333333333,582.433333333333,697.466666666667,797.466666666667,817.45,932.483333333333,1007.48333333333,,,,,,,,,,,,,,,,
114,1.31666666666667,61.35,257.45,362.416666666667,477.45,542.433333333333,562.433333333333,612.433333333333,647.45,697.466666666667,747.5,757.466666666667,807.516666666667,812.466666666667,817.45,872.5,882.466666666667,922.466666666667,1182.46666666667,1357.43333333333,,,,,,,
115,72.4,252.416666666667,442.45,457.466666666667,602.45,627.466666666667,647.45,652.433333333333,687.483333333333,697.466666666667,717.45,802.45,917.483333333333,,,,,,,,,,,,,,
116,6.35,112.45,232.4,327.45,377.4,392.416666666667,517.466666666667,697.466666666667,722.45,927.45,,,,,,,,,,,,,,,,,
117,46.3166666666667,82.4166666666667,142.4,182.4,277.45,327.45,502.4,507.416666666667,522.433333333333,672.483333333333,707.45,797.466666666667,852.433333333333,872.5,1302.41666666667,,,,,,,,,,,,
118,61.35,97.4,152.4,207.383333333333,322.416666666667,502.4,712.483333333333,762.5,822.483333333333,882.466666666667,967.5,,,,,,,,,,,,,,,,
119,46.3166666666667,122.4,167.4,277.45,307.4,322.416666666667,472.433333333333,587.433333333333,592.45,832.45,972.483333333333,1207.45,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,31.3166666666667,132.4,327.45,352.433333333333,397.45,572.45,712.483333333333,,,,,,,,,,,,,,,,,,,,
122,1.31666666666667,77.4166666666667,142.4,327.45,462.433333333333,492.416666666667,622.433333333333,652.433333333333,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,112.45,137.433333333333,147.433333333333,287.416666666667,457.466666666667,502.4,567.433333333333,737.466666666667,742.433333333333,862.5,,,,,,,,,,,,,,,,,
125,6.35,66.5,167.4,322.416666666667,372.433333333333,517.466666666667,662.433333333333,797.466666666667,917.483333333333,1067.5,,,,,,,,,,,,,,,,,
126,92.4333333333333,297.483333333333,332.416666666667,472.433333333333,647.45,672.483333333333,877.483333333333,902.466666666667,,,,,,,,,,,,,,,,,,,
127,11.3333333333333,132.4,137.433333333333,477.45,567.433333333333,607.5,717.45,722.45,737.466666666667,887.5,947.466666666667,1067.5,1147.46666666667,1197.5,,,,,,,,,,,,,
128,202.416666666667,277.45,367.433333333333,517.466666666667,682.433333333333,862.5,927.45,,,,,,,,,,,,,,,,,,,,
129,82.4166666666667,132.4,147.433333333333,317.433333333333,387.433333333333,417.4,477.45,497.4,542.433333333333,652.433333333333,737.466666666667,767.5,807.516666666667,,,,,,,,,,,,,,
130,367.433333333333,447.433333333333,502.4,767.5,842.483333333333,,,,,,,,,,,,,,,,,,,,,,
131,132.4,317.433333333333,332.416666666667,402.433333333333,507.416666666667,537.466666666667,572.45,837.466666666667,947.466666666667,957.5,1007.48333333333,,,,,,,,,,,,,,,,
132,82.4166666666667,142.4,177.416666666667,212.4,407.433333333333,517.466666666667,557.433333333333,812.466666666667,,,,,,,,,,,,,,,,,,,
133,117.416666666667,122.4,272.433333333333,537.466666666667,697.466666666667,757.466666666667,787.483333333333,1022.51666666667,1142.45,,,,,,,,,,,,,,,,,,
134,51.4333333333333,157.533333333333,237.583333333333,282.55,302.55,327.6,422.583333333333,482.566666666667,562.583333333333,567.583333333333,612.566666666667,697.616666666667,827.6,897.6,,,,,,,,,,,,,
135,217.516666666667,342.583333333333,567.583333333333,712.633333333333,792.616666666667,867.616666666667,872.633333333333,,,,,,,,,,,,,,,,,,,,
136,72.5333333333333,222.566666666667,452.566666666667,487.566666666667,492.566666666667,572.6,667.583333333333,,,,,,,,,,,,,,,,,,,,
137,1.45,137.583333333333,292.633333333333,312.55,422.583333333333,572.6,732.6,797.616666666667,,,,,,,,,,,,,,,,,,,
138,1.45,87.5666666666667,242.566666666667,307.55,312.55,442.6,542.566666666667,652.583333333333,742.583333333333,1132.65,,,,,,,,,,,,,,,,,
139,1.45,82.55,147.566666666667,222.566666666667,312.55,322.566666666667,452.566666666667,462.583333333333,547.566666666667,582.583333333333,637.633333333333,672.633333333333,717.6,747.633333333333,927.6,1067.65,1102.6,1227.6,,,,,,,,,
140,72.5333333333333,157.533333333333,302.55,387.583333333333,392.566666666667,417.55,507.566666666667,582.583333333333,642.583333333333,707.583333333333,847.6,862.65,,,,,,,,,,,,,,,
141,6.48333333333333,97.5333333333333,307.55,432.566666666667,482.566666666667,562.583333333333,652.583333333333,677.616666666667,742.583333333333,762.65,972.616666666667,1297.55,1357.58333333333,,,,,,,,,,,,,,
142,61.4833333333333,107.566666666667,207.533333333333,322.566666666667,392.566666666667,427.566666666667,462.583333333333,517.616666666667,777.616666666667,822.616666666667,922.616666666667,,,,,,,,,,,,,,,,
143,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,167.533333333333,182.533333333333,282.55,322.566666666667,587.583333333333,592.583333333333,752.683333333333,862.65,922.616666666667,1032.65,1142.6,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,72.5333333333333,202.55,342.583333333333,452.566666666667,487.566666666667,512.6,702.65,742.583333333333,847.6,997.633333333333,1082.63333333333,1187.61666666667,,,,,,,,,,,,,,,
147,21.5,252.566666666667,302.55,377.55,502.55,532.6,892.633333333333,,,,,,,,,,,,,,,,,,,,
148,357.566666666667,362.566666666667,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1.45,66.65,97.5333333333333,187.533333333333,257.6,367.566666666667,392.566666666667,552.583333333333,617.583333333333,632.583333333333,752.683333333333,757.616666666667,817.583333333333,877.633333333333,927.6,1157.6,1197.63333333333,1247.63333333333,1337.55,,,,,,,,
151,46.45,177.55,367.566666666667,467.55,617.583333333333,677.616666666667,702.65,712.633333333333,847.6,887.65,,,,,,,,,,,,,,,,,
152,1.45,157.533333333333,337.583333333333,352.583333333333,377.55,392.566666666667,477.6,527.566666666667,577.583333333333,657.633333333333,1237.6,1367.6,,,,,,,,,,,,,,,
153,92.5666666666667,222.566666666667,242.566666666667,402.583333333333,522.583333333333,712.633333333333,837.616666666667,887.65,907.616666666667,927.6,1012.63333333333,,,,,,,,,,,,,,,,
154,82.55,87.5666666666667,197.566666666667,262.583333333333,292.633333333333,627.616666666667,707.583333333333,932.633333333333,1142.6,1197.63333333333,,,,,,,,,,,,,,,,,
155,31.4666666666667,157.533333333333,187.533333333333,357.566666666667,492.566666666667,782.65,,,,,,,,,,,,,,,,,,,,,
156,1.45,117.55,272.583333333333,362.566666666667,407.583333333333,412.566666666667,427.566666666667,507.566666666667,637.633333333333,697.616666666667,727.616666666667,732.6,852.583333333333,877.633333333333,,,,,,,,,,,,,
157,41.45,46.45,132.55,202.55,307.55,467.55,517.616666666667,552.583333333333,647.583333333333,767.65,772.6,787.616666666667,872.633333333333,997.633333333333,,,,,,,,,,,,,
158,92.5666666666667,337.583333333333,527.566666666667,647.583333333333,657.633333333333,742.583333333333,1042.65,,,,,,,,,,,,,,,,,,,,
159,1.45,107.566666666667,212.55,247.566666666667,397.6,517.616666666667,687.616666666667,787.616666666667,917.616666666667,932.633333333333,1047.65,,,,,,,,,,,,,,,,
160,31.4666666666667,147.566666666667,302.55,357.566666666667,447.583333333333,747.633333333333,1062.66666666667,,,,,,,,,,,,,,,,,,,,
161,11.4833333333333,282.55,552.583333333333,757.616666666667,852.583333333333,867.616666666667,927.6,942.616666666667,1352.61666666667,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,342.583333333333,417.55,432.566666666667,612.566666666667,872.633333333333,972.616666666667,1042.65,1072.61666666667,1167.6,,,,,,,,,,,,,,,,,,
164,397.6,467.55,622.583333333333,802.6,807.65,,,,,,,,,,,,,,,,,,,,,,
165,131.1,136.1,191.1,301.1,356.1,431.1,506.1,606.116666666667,631.116666666667,676.116666666667,746.133333333333,901.133333333333,,,,,,,,,,,,,,,
166,71.1,386.1,696.116666666667,956.15,1031.16666666667,,,,,,,,,,,,,,,,,,,,,,
167,0,91.1,186.1,271.1,361.083333333333,471.083333333333,506.1,591.116666666667,596.116666666667,706.116666666667,721.116666666667,811.133333333333,896.133333333333,,,,,,,,,,,,,,
168,151.1,226.1,311.1,406.1,496.083333333333,586.116666666667,646.116666666667,706.116666666667,726.133333333333,741.116666666667,756.133333333333,886.133333333333,,,,,,,,,,,,,,,
169,266.1,296.1,401.1,471.083333333333,551.116666666667,556.116666666667,611.116666666667,676.116666666667,726.133333333333,736.133333333333,816.133333333333,996.15,1291.1,,,,,,,,,,,,,,
170,5.01666666666667,151.1,176.1,241.1,256.1,361.083333333333,466.1,561.116666666667,711.133333333333,736.133333333333,786.133333333333,901.133333333333,,,,,,,,,,,,,,,
171,5.01666666666667,60.0166666666667,166.1,231.1,271.1,301.1,381.1,456.083333333333,541.1,631.116666666667,646.116666666667,701.116666666667,756.133333333333,786.133333333333,866.133333333333,,,,,,,,,,,,
172,76.1,121.1,206.1,246.1,286.1,356.1,426.1,471.083333333333,506.1,521.116666666667,576.116666666667,636.116666666667,661.116666666667,691.116666666667,741.116666666667,751.133333333333,801.133333333333,901.133333333333,,,,,,,,,
173,25.0166666666667,101.1,151.1,271.1,351.1,436.1,531.116666666667,716.116666666667,811.133333333333,886.133333333333,951.133333333333,1131.11666666667,,,,,,,,,,,,,,,
174,261.25,311.25,421.233333333333,491.233333333333,516.266666666667,576.266666666667,656.266666666667,681.266666666667,731.266666666667,761.283333333333,811.283333333333,886.283333333333,916.283333333333,1201.25,,,,,,,,,,,,,
175,241.25,311.25,396.25,461.233333333333,556.266666666667,646.266666666667,741.266666666667,811.283333333333,896.283333333333,,,,,,,,,,,,,,,,,,
176,0.15,91.25,246.25,371.25,646.266666666667,676.266666666667,886.283333333333,,,,,,,,,,,,,,,,,,,,
177,91.25,181.233333333333,226.233333333333,381.25,711.283333333333,806.283333333333,,,,,,,,,,,,,,,,,,,,,
178,50.1666666666667,126.25,216.25,291.25,386.25,461.233333333333,496.233333333333,541.25,621.266666666667,696.266666666667,701.266666666667,771.283333333333,846.283333333333,866.283333333333,891.283333333333,,,,,,,,,,,,
179,156.25,266.25,516.266666666667,741.266666666667,766.266666666667,911.283333333333,1006.3,,,,,,,,,,,,,,,,,,,,
180,25.1666666666667,40.15,121.25,171.25,311.25,491.233333333333,641.266666666667,766.266666666667,846.283333333333,1291.25,,,,,,,,,,,,,,,,,
181,10.1666666666667,96.25,111.25,176.25,211.25,246.25,326.25,411.233333333333,481.25,561.266666666667,631.266666666667,706.266666666667,776.283333333333,866.283333333333,,,,,,,,,,,,,
182,71.25,96.25,171.25,321.25,406.25,476.25,571.266666666667,671.266666666667,751.283333333333,836.266666666667,,,,,,,,,,,,,,,,,
183,126.25,206.25,246.25,326.25,681.266666666667,686.266666666667,786.283333333333,891.283333333333,1091.26666666667,1236.28333333333,,,,,,,,,,,,,,,,,
184,106.25,296.25,396.25,486.25,771.283333333333,901.283333333333,,,,,,,,,,,,,,,,,,,,,
185,5.18333333333333,20.1666666666667,121.25,211.25,216.25,286.25,366.25,391.25,466.233333333333,641.266666666667,731.266666666667,806.283333333333,816.283333333333,826.283333333333,891.283333333333,896.283333333333,,,,,,,,,,,
