cell,yrange,omegahat,qxx,alpha,beta,p,q
84,1.98663956761112,0.382138934801565,1.16722705506251,-1.08E-05,0.000724908122879,0.019547006779273,-0.172945320685024
85,1.20984854156483,0.383359760038418,1.65432234377491,-1.18E-06,0.000397470577547,0.021436320213368,-0.239127287339137
86,0.970853856895622,0.582319834070563,1.09114112293122,-9.44E-06,0.000700087772793,0.110990168422829,-0.381694610080031
87,1.31772724232139,0.415106722608613,1.01694004650064,-6.45E-06,0.000411177500012,0.026821295109087,-0.161731218362432
88,1.28051843884345,0.529207244167394,3.5932399090662,-9E-06,0.000190844515298,0.077204817988285,-0.534058503209409
89,0.947407506963642,0.526385011908223,2.69500336237743,-1.34E-06,7.92E-05,0.076088393212097,-0.513544079786578
90,1.38907267772611,7.91932940256702,275027718.669564,-0.052593893031232,18.0123772302449,3716.88365486438,73982.594245382
91,1.81006168336139,0.447124219286577,1.62394639783678,-1.25E-05,0.000780023845967,0.038647836251079,-0.317482513407922
92,1.04567005871379,0.535905992903196,2.43208210261326,6.37E-06,0.000265025912742,0.083557691888713,-0.529597888739956
93,1.28972884203573,0.934397007636892,2.61302443221183,0.000244732445432,0.000216601564303,0.824531170561582,-1.69111730026144
94,1.16127540185325,0.440416548853269,1.28741264554779,-5.42E-06,0.000655590676303,0.036613432464105,-0.265734075713519
95,1.06342374517213,0.531822500055523,0.461402375063215,-5.67E-06,0.001367324244183,0.074405722974214,0.782297476665941
96,1.08092786423054,0.686270947768765,3.05704010472307,-1.26E-05,0.000262927552703,0.219126388942465,-0.885858068241148
97,1.02986003673745,0.946642621947413,0.42206584979324,0.000601705959989,0.003447107703415,1.48818359934062,2.13277379154633
98,1.20115856610408,0.481688759997552,1.73528452072198,-7.82E-06,0.000380661421436,0.052100279797062,-0.379576862482883
99,1.30061415596541,0.402902875018466,4.02902875018466,-0.002604161682629,0.015085167070068,-4.98206834173846,30.5285214792893
100,1.3921239509178,0.554395483123998,1.31661938864965,-8.75E-06,0.000956986273465,0.092795876653628,-0.431992252467927
101,1.89067063706982,0.800873940647324,4.9708107789833,2.65E-05,0.000145923248203,0.415066118577373,-1.26257991651164
102,1.65091202699158,3.11095792397673,-3.11095792397673,-0.002052262297521,0.268526262169513,87.8905295332739,736.177209539815
103,1.39162772405155,0.409627888625912,1.12756419080409,-2.4E-05,0.001240294320077,0.025274900324049,-0.186866064413408
104,1.45299665472898,0.527979752710809,5.55823447121522,2.05E-05,0.000206024651172,0.078370694578114,-0.55088224185558
105,1.76142615749342,0.386711155354884,1.42108632651376,-2.38E-05,0.001293874060197,0.020815606081183,-0.214859937165332
106,1.98728839141786,0.48591735190882,1.87329544974423,-8.7E-06,0.00044727011392,0.054324561398186,-0.398945788049725
107,2.22596434702185,0.544576889939269,1.19637537698885,-5.39E-05,0.002144642866668,0.082267785817787,-0.367070014477217
108,1.22585309126906,0.467989200736778,0.937500463791004,-7E-06,0.000417172707014,0.043447287844746,-0.168666361228371
109,1.90246178597581,0.351351162834164,3.73842037951479,-6.69E-06,0.000238966992005,0.014919976315948,-0.235488852459911
110,2.00565155202901,60.7319506765923,54293250.4865679,-467.726087542152,277705.552092179,13031511.18031,339939554.10488
111,1.6048824525499,0.818991809540701,44121777.9413192,2.84E-05,0.044597250347932,0.49412451083117,68.0052490508843
112,1.49628244719532,70.0418401466417,12880298.1201097,-609.964273151141,126873.620806832,22063660.1440756,416778990.374141
113,1.16775365818731,0.678299154007588,12006362.7893738,1.85E-05,0.040223607974698,0.276932668274922,141.207932694858
114,1.48845817988551,0.50704814263189,3.28896101373824,-8.24E-06,0.000238427174621,0.06515074005483,-0.48675197440986
115,0.981173500973426,0.41237946032039,1.13437967352083,-6.7E-06,0.000322745169511,0.025807778600063,-0.190130855016352
116,1.57556559329957,0.563914965400244,1.51345567681496,-1.02E-05,0.000734547183336,0.099099942615797,-0.490835138348801
117,1.58625824804174,0.491137534603334,2.49959935723435,-1.44E-05,0.000508768242238,0.05694791392776,-0.438722839901712
118,1.97561378836602,0.381602493788559,1.50900135489797,3.01E-06,0.001166168257429,0.021367550029645,-0.228406747945364
119,1.58636633839826,0.954320730992662,14341879.3612509,4.8E-07,0.06235919353451,0.830239911340098,103.915998977873
120,1.10533830881861,0.376656693646581,2.00099580418144,-5.87E-06,0.000202164667746,0.018837534653706,-0.239359124424687
121,1.14243434321744,0.430134776044166,0.835723649068755,-1.44E-05,0.000928677080571,0.029765331571476,-0.081734337180113
122,1.50733927118035,0.387657835087641,1.53480055844592,-1.82E-05,0.000862926600395,0.021019382373265,-0.226526327887043
123,1.49456825224912,1.60108571301228,96495980.5147366,2.25E-05,0.078440370131815,6.63867014343354,229.585495707511
124,1.67255815648805,0.431353458614631,1.45177839635016,-2.05E-05,0.001115884251133,0.032825483227801,-0.27432565938181
125,1.02246388238544,0.356024424038458,2.05900760954521,-3.58E-06,0.000161653973349,0.015266534703665,-0.217374744228237
126,2.27070799616404,0.761487329280967,2.36342857044197,0.000106748780277,0.002028969554411,0.341246853006209,-1.06458073303628
127,1.21787968351599,0.396784585283137,1.98392292641569,-0.000790012082752,0.007301081201771,-1.54749827770618,9.67181673277089
128,1.83537707021325,0.098745628228978,0.987456282252147,-0.003292291309482,3.59763661923085,-77.7490842021819,7973.68356605618
129,1.09460965083364,0.489707094945541,1.5377809898604,-9.83E-06,0.000525863452646,0.055455487992768,-0.369722202397539
130,1.19016775147128,0.457673510908601,0.572727096155474,-2.04E-06,0.001138503769175,0.042723607615416,0.225115136354252
131,2.10591754850928,0.7632158757466,2.95640052064555,5.14E-05,0.00063114817285,0.344066065495378,-1.10655515618338
132,1.35097417469113,1.0544280808951,6.70512115070014,0.000637208108852,-0.000306754051476,1.29381711910326,-2.25140288566389
133,1.29154138588293,0.376049661785217,1.83308207270844,-4.73E-06,0.000420475188822,0.019483922327248,-0.23713140225601
134,1.42045853364497,0.657272951494986,0.866428834546877,-1.09E-05,0.0010881221485,0.180714295351406,-0.274953197606282
135,1.29513025472971,0.840212084049846,3.16700076558115,0.000126464623494,5.86E-05,0.535270949157198,-1.39479816941997
136,1.23770055545101,0.536200918598684,1.99065265285627,5.27E-05,0.000314597063355,0.090272386216222,-0.529574262033825
137,1.24750401184547,0.300884832524641,0.282099145244315,3.3E-06,0.002104377744883,0.009948826876041,0.936031225776259
138,1.04808870739723,0.406561079365012,4.06561079365012,-0.059615061444512,0.203176844171439,-189.881559568088,1148.59969070371
139,1.40477958482318,0.522422599648398,2.31717988538894,2.22E-05,0.000188157254685,0.078657124579099,-0.510514904647058
140,3.2417182063368,0.729694968315398,4.75383550935804,0.000993563817624,0.000323489921721,0.294113537133201,-1.06145638873895
141,1.78502735432074,0.850768509494616,0.077156036435404,2.83E-06,0.101126651646232,0.527298070151405,120.133517322568
142,1.86366949921692,0.11983979008073,1.19839790080531,-0.002631681794296,2.05956239978386,-34.6783879503947,2414.65027363136
143,1.84545739140572,0.629231395375131,1.0436435651334,4.72E-05,0.001007909494244,0.171948434784989,-0.467686602810393
144,2.50474537121004,0.917583305628992,3.12835569559149,0.002933260204659,-0.00057974171093,0.792640876316099,-1.70047596525089
145,2.39623204264159,0.37735831326348,1.62144122606542,-5.77E-05,0.002209597359433,0.018552536084265,-0.218768492852505
146,1.58874141298078,0.469090597635196,2.1359736106268,-1.62E-05,0.000588127284183,0.046902701722935,-0.385018243711103
147,2.25577328500399,0.783969600154895,2.75045321281311,0.000139335944673,0.000680642102663,0.390193433991286,-1.16839949694378
148,1.67315372835616,0.835026339544312,2.44620125341445,5.42E-05,0.00050339935406,0.497048179305293,-1.29368282948756
149,1.28965214801263,0.403932340339401,1.14408728560931,-1.04E-05,0.00067288748893,0.024497106673419,-0.188899723210371
150,2.84034363468299,0.939532734256601,3.63258410655604,0.002253788626943,-0.000873994202126,0.865162075357661,-1.79877952445575
151,1.75172438007999,0.558971800535945,2.54474859579716,0.000234171571244,0.00014388448766,0.109924765724528,-0.617341270590591
152,1.43061694029771,0.452772719363363,1.36497434527944,-2.13E-05,0.001040263735783,0.039521974681939,-0.287936958866647
153,1.44046273277901,0.928103434348624,0.900537272267895,0.000957080722286,0.001612666164973,1.09254958821793,-1.1321028917941
154,2.57009979845213,0.473498027085433,2.43104372472932,-4.99E-06,0.000689452713839,0.049981853736168,-0.409200076732684
155,1.55281944205682,0.514704746519035,3.7097691393165,2.27E-06,0.000485527937603,0.070271454656505,-0.51092584292335
156,1.35127895858778,5.21967323768722,0.282670091865305,0.124450193167313,0.11108398454945,1106.80017634319,270.871537808598
157,1.15877223490828,0.491751120802169,2.3941047924408,-4.84E-06,0.000191426203068,0.057287233898482,-0.436555548465876
158,1.12024635951394,0.488000609653758,1.91408908973024,-9.08E-06,0.000353400121327,0.054841868471163,-0.403495993715039
159,2.03726791062147,0.746436969530828,4.46846995144616,0.000391821150779,-5.99E-06,0.325917584797215,-1.11457306555681
160,1.50243148840596,0.903146003487709,0.192259224149853,0.000134235377137,0.020624009119336,0.80774397825008,20.2504573512281
161,2.1831949326689,0.48087705487023,0.676024410040734,-2.12E-05,0.001561868986682,0.046185347957855,0.074015873888283
162,1.4477953978499,0.42221920235992,1.32804632352649,-1.02E-05,0.000525905821894,0.029581904797888,-0.24333847811704
163,3.22021300278223,0.704123736567345,1.17747847143811,-4.33E-05,0.003901500639407,0.24174451849526,-0.62582270302248
164,2.62652300346499,0.56271909518489,3.84605457767112,-5.14E-05,0.000834221996036,0.098631229550277,-0.606747595874249
165,2.505086938162,0.778328438223841,5.36986987242063,0.001126741533149,-0.00058619775967,0.385232273900523,-1.22108218586634
166,1.85399745376089,0.584634675401586,2.25734687614223,-4.96E-05,0.000882417260318,0.112316843983321,-0.60345195179138
167,3.25304691452315,0.373668140340593,1.68478633502011,-5.34E-05,0.002937623809362,0.018470556912495,-0.222815501784545
168,3.30876577076218,0.573899076270997,3.87838348881852,-0.000185258296313,0.001494310004995,0.10415042601948,-0.623812891485478
169,2.60869966543604,0.38789994584187,0.838062308420554,-1.84E-06,0.004321430253605,0.022548610450876,-0.086091902246918
170,1.77641922503325,0.505318384862437,1.15709578138811,-1.09E-05,0.000565925042906,0.061217100444104,-0.304601265436163
171,1.15216283927909,0.391715090190993,0.499999999999189,-0.000611888152584,0.012666560046902,-2.98332865458994,19.2894347673352
172,1.97076610403131,0.487510603176993,2.22944561943703,-6.12E-06,0.001107304622391,0.056214705603701,-0.426379417206424
173,2.52418637450547,0.468929477681367,2.6442651400791,-3.9E-05,0.001699547945174,0.047547253843092,-0.404688373148649
174,2.74081891751082,0.374668903158685,3.25724121196841,-9.73E-06,0.001134955382495,0.019584895217968,-0.266663638395233
175,2.12345364325967,0.455893672436241,0.357529892511062,5.45E-05,0.011036170511247,0.051028074355315,1.17069328450284
176,3.99255066453179,0.351131827526623,3.51131827526623,-3.27E-06,0.00249497312176,0.012574695288483,-0.225283439235543
177,1.79952552486038,0.726841454137345,0.261556162660365,-6.57E-06,0.009585301597577,0.273800088070225,6.67573623179569
178,1.77373101128597,0.467803601929388,1.53855846375965,-5.71E-05,0.002646241586569,0.045682625817098,-0.335254375440473
179,1.44225418613618,1.44984861038101,39564041.3857758,0.000357897426441,0.058348865418133,5.27027781705896,134.63720513286
180,2.24003687470808,0.700912343852692,0.703368624769976,-5.13E-05,0.003851391189161,0.22777204645836,0.03773979368642
181,1.21865652258974,0.383176942485321,1.41581548434542,-7.14E-08,0.000452529420869,0.021545879396707,-0.220324061076609
182,2.59851110493364,0.365911273497788,1.61008952035339,-2.36E-05,0.001985374479943,0.017252998851775,-0.211148199369979
183,2.06536604632698,3.02491390732896,298228282.596537,-0.005663098561291,3.05460951469989,77.8649777573522,3142.20584065072
184,1.60805986012418,0.788172570595564,0.241067018004727,-1.79E-05,0.014554050351828,0.372752745897634,9.46830678354438
185,1.43949010113495,0.460491355619103,1.2510365905222,-9.52E-06,0.000495129522378,0.042104742976836,-0.275330039169083
186,1.29554736003383,0.517813202004368,4.01379478489407,-6E-06,0.000134201008916,0.071001861246601,-0.516300968013396
187,2.33318335635909,0.656835184882893,2.48571165758611,0.000527714122869,0.001804773703362,0.198221148840311,-0.821526494017212
188,1.12001056570561,0.059218655086384,0.592186550860763,-2E-05,0.025760745147883,-0.167570704834446,47.7803297423042
189,1.15911996373723,0.465947160241249,1.20142890345339,-1.49E-05,0.000739193640685,0.043794371640751,-0.26867816535954
190,2.3659012958647,0.577818377926139,2.90143569065758,-0.000146519201914,0.001613253401355,0.10654378385237,-0.613487006721221
191,1.54810467163882,0.537333206694353,2.22601256956232,-4.27E-06,0.000491916544089,0.08284144661715,-0.517381186674066
192,2.69070686832938,0.964065992147659,0.614090419504388,-0.000529577261325,0.014855811778039,0.772556661547716,0.701503653480889
193,1.82483369426379,0.40688984980749,0.48249416172532,4.4E-06,0.0025391052949,0.028628063383397,0.372603515800777
194,1.97123626655673,0.614983930596882,2.31692470757619,-4.62E-05,0.001021016135485,0.139417234945934,-0.67643993887503
195,2.90352367083924,0.381772090260096,1.66112460052446,-4.11E-05,0.002082713195256,0.020038390995664,-0.230527961501584
196,1.55739116319826,0.115824404015919,1.15824404013607,-24.560833470595,9419.04212896758,-305028.66704086,22737384.6204517
197,2.26331824492395,39.8543751155477,35606730.6563963,-4.94036832940795,289780.109962058,2517957.77074609,291252322.376775
198,2.60575995373496,0.974258228811708,5.78841696459235,0.003029741278624,-0.00099317963033,0.939367927364347,-1.91095493897532
199,2.94626961347871,0.514728434162412,1.20710920079148,6.05E-05,0.007944899534852,0.071542462079231,-0.353168176162604
200,2.02585662828678,0.63534613074156,2.02956081221142,0.000329691162218,0.001535753764801,0.176575643436315,-0.743835656249035
201,2.23924216764771,0.542607379925874,0.718873775031787,-7.65E-05,0.006864254105096,0.080090067815664,0.002868762900449
202,2.2324518196153,0.437154791817641,0.79596957732617,-5.4E-05,0.006792846528023,0.03402092339625,-0.067711527057588
203,1.87943294260553,0.119879877342407,1.1987987734235,-4.19E-05,0.006811628797546,-0.052616359888833,3.64686899245216
204,2.97271359445437,0.53086644024491,1.45052381746176,-3.67E-05,0.003897981316317,0.078116521086371,-0.425081491444859
205,1.25586060161072,0.374619444099048,1.27922426764366,3.87E-06,0.000426542106361,0.020425433469755,-0.200171154210522
206,1.56115571084247,0.389984914484612,1.46608416445238,-1.41E-05,0.00054255923554,0.020920643011814,-0.219217314402338
207,2.00582148406267,0.477597806856328,1.51418819854972,-1.22E-05,0.000542883964039,0.049551036653591,-0.3459735367085
208,1.98806442379756,0.399387760970185,3.99387760970185,-0.000703393597823,0.004953635326763,-0.423872716563291,2.49782228398095
209,2.07525129115867,0.620270483825258,1.57815803206411,6.77E-05,0.001187304165849,0.155678618772077,-0.635161732778923
210,1.59829676661026,0.768510209666312,3.19240382098211,-1.72E-05,0.000522880054454,0.346801569285959,-1.1198557188599
211,1.7627138756355,0.415278853582252,1.6227167510252,-2.11E-05,0.0015826892181,0.028796075535893,-0.273982348455469
212,2.65200065008083,0.819023381733632,2.50648376190831,6.44E-05,0.00127137003507,0.455002669429967,-1.242346307064
213,2.27387296803974,0.785326896426934,7.18467526768487,-0.000122407933001,0.000585015269853,0.376587384404426,-1.21541699310892
214,2.30304502580356,0.865255877427959,5.55677951162894,0.000181714551285,0.001084985981035,0.56382089284605,-1.47752712178467
215,2.15256914948359,0.424308707035505,1.17571291908427,-2.96E-05,0.002218360496754,0.030538979064891,-0.219564455564455
216,2.4598399888088,0.38429966649812,0.709775644273117,6.38E-05,0.009104451247726,0.023770373108145,-0.015794804641346
217,2.52083351183282,0.755538840210533,5.59954218731338,0.000420935378951,0.000455087805214,0.33226387301289,-1.13475128886369
218,2.11011679942742,0.463139996593817,1.21148793755627,-1.93E-05,0.000904489734071,0.042550628270769,-0.267017520626746
219,1.78757916041341,0.486576533927117,0.930378332597136,-1.39E-05,0.000832428072608,0.051140563749595,-0.179680995425619
220,2.11620110958363,0.71611719400618,2.51695883197894,0.000841472960441,0.000645566907782,0.292164824361597,-1.00326381646521
221,1.3447805795878,0.464200134513436,1.65807800062977,-1E-05,0.000503711867512,0.044711275877293,-0.344669755412253
222,2.65254821023841,0.387017298671386,1.44827038853877,-5.11E-05,0.002025531773157,0.020280192528807,-0.214099416693351
223,1.69495907590038,0.541374606019928,2.37558865900207,8.84E-05,0.00025365863307,0.094058579252287,-0.562771034214606
224,1.2801153581753,0.47605629455101,0.930091861314205,-1.65E-05,0.001016413739543,0.046792723333538,-0.171553109692468
225,2.44976077213469,0.377438354486131,2.70761817932992,-5.92E-06,0.00116504948143,0.020192453383301,-0.264770128458301
226,3.21379792029718,0.937322664623021,4.44911587613793,0.003517013687779,-0.001366979969506,0.829416903461194,-1.77950614539768
227,2.65478344706912,0.590542497255611,3.01057859306274,0.000211111857046,0.001929842251774,0.124818881857342,-0.668237877606739
228,1.80406636755797,0.546201489686193,0.65859912340985,-5.34E-05,0.004831546683463,0.081119136941173,0.116999923792899
229,3.62701745580027,0.973291041147556,2.04767498033144,0.003676710499397,0.003579676030125,1.00683688171794,-1.78798405522383
230,1.58967645766008,0.536545506313008,2.33562250451494,6.09E-05,0.000396966240319,0.088129210065257,-0.541537938349188
231,2.661597284432,0.363061088327601,1.820487954331,-3.41E-05,0.002279408970356,0.016704617552515,-0.218818197251471
232,2.88040942370889,0.520176230445135,2.49288212222967,-4.59E-05,0.001422416321311,0.071622355284585,-0.491770207991079
233,2.03131620741556,0.046678207810552,0.499999999996744,-7.36E-05,0.923109726223391,-2.27189259838981,1042.69800559075
234,3.04490864710698,0.549048978961849,1.99987809048933,-1.47E-05,0.002821723331631,0.090474615002164,-0.52621001173751
235,3.85799424049864,0.67917547783785,5.92965028639457,-0.000353931781034,0.003156565601069,0.210836627776268,-0.905239053637357
236,2.44928799514771,0.519114671525808,0.771002079241409,-2.13E-05,0.010280832239989,0.071673914596203,-0.082131439359324
237,1.68667882856019,0.588083939931971,2.43180236807096,9.82E-06,0.000495789661715,0.120702495707708,-0.636377813599673
