8.6195,8.6044,7.9407,8.4908,7.8144,8.2631,8.031,7.7495,7.4221,7.0722,6.8018,7.0639,6.7007,6.7006,6.0208,6.1716,5.8546,6.0061,5.8335,5.9262,5.2515,5.7583,5.5845,5.867,5.6222,5.8759,6.1993,5.8736,6.3634,6.1436,6.5097,6.1966,6.7295,6.4353,6.6065,6.7555,6.6724,6.7479,6.6342,6.6442,7.2963,6.7232,7.089,7.0915,7.2143,7.3698,7.1143,7.1882,7.3235,6.8504,7.7328,7.6796,7.6544,8.0472,7.9582,8.2865,7.9732,8.5477,8.4801,8.5941,8.1325,8.2001,8.6028,8.0423,7.1984,7.3923,7.186,6.9795,6.9456,7.233,7.2998,7.2027,7.1502,7.0197,5.3488,5.9344,5.5312,6.2826,6.1722,6.1929,6.276,5.9063,6.4712,6.4057,7.2268,7.1756,6.9482,6.7829,7.3647,7.0527,6.8521,7.0172,7.1316,7.2242,7.2591,7.3402,7.0857,6.896,7.2782,7.4898,7.1164,7.2091,7.0811,7.2767,7.1786,7.8693,7.7023,7.5953,7.7078,7.4941,7.5964,7.5721,7.5539,7.5496,7.5925,7.2549,7.1938,7.0374,7.1069,6.6767,6.4422,6.8805,6.6473,6.5918,6.4672,6.0895,6.1565,6.7442,6.3485,6.5319,6.5183,6.6965,6.7741,6.2968,6.2495,6.7,6.8901,6.4383,6.6968,7.2824,6.8043,6.5122,6.7966,6.9114,6.9674,7.3548,7.3669,7.2975,7.4215,7.3708,7.5559,7.7402,7.5877,7.4029,7.245,6.9718,6.809,7.3398,7.5346,7.3181,7.223,6.9679,6.9507,6.6432,6.4519,6.5881,6.5454,5.8414,5.8192,6.113,6.4224,6.8476,7.4505,6.725,6.7426,6.8635,6.9845,7.0539,7.1639,7.2844
6.7684,6.6469,6.1751,6.4948,5.8633,6.5098,5.9944,6.233,6.4578,6.7038,6.0769,6.0079,6.0008,6.1031,6.113,6.2972,6.1503,6.425,6.0387,6.6811,6.4714,6.9924,6.718,6.9436,6.5678,7.2038,6.8272,6.7428,6.6732,6.7006,6.6544,6.8434,7.0567,6.6876,6.8468,6.7986,7.174,6.853,6.8432,7.1386,7.3,6.9672,7.2062,7.2,7.8315,7.3156,7.6995,7.8443,7.6119,7.3021,7.222,7.3981,7.8826,7.1217,7.1015,6.4128,6.7455,6.4345,6.2456,6.1586,5.8923,5.6066,6.0741,6.2358,6.2739,5.6312,5.926,6.3166,5.723,5.8818,6.6902,5.8854,6.0442,5.8602,6.2048,6.4591,6.6131,6.4879,6.2208,6.5016,6.8528,6.5653,6.1633,6.1672,6.7196,6.221,6.3941,6.6383,6.2876,6.3759,6.0306,6.1388,6.4345,6.0172,5.8178,5.886,6.4107,5.871,6.1169,6.4609,6.8083,6.7303,6.9703,7.1993,6.3631,6.7047,6.5356,6.9549,6.6925,6.6641,6.3862,6.4374,6.262,5.97,5.9915,5.8247,5.99,6.0741,5.8387,5.8218,5.9142,5.8128,5.5056,5.4292,5.6892,5.6743,5.5015,6.036,6.1215,6.4299,6.2824,6.2208,6.2223,6.0756,6.1528,6.3396,6.368,6.0889,6.5457,5.9569,5.9088,6.1428,6.1438,6.1575,6.2783,6.3464,6.1849,6.32,6.0564,6.1249,6.331,6.8382,6.6807,6.844,6.7367,6.6336,6.3816,6.3628,6.602,6.43,6.5675,6.6286,6.5068,6.0175,6.5245,6.5246,6.6495,6.9039,7.0796,6.9409,6.8422,7.0318,6.7844,6.7748,6.9045,6.7563,6.8783,7.61,7.5304,7.4532
12.866,12.372,12.35,12.414,12.384,12.488,11.644,12.724,12.469,10.143,11.022,11.756,10.58,11.921,11.402,11.675,11.558,11.415,10.566,11.938,10.481,10.441,11.706,11.598,11.17,12.088,12.144,11.279,11.292,11.566,10.409,10.642,11.117,9.8005,9.9018,10.138,10.155,10.959,11.295,10.997,11.179,11.31,10.959,10.969,10.88,10.907,11.258,11.542,11.777,11.885,12.137,11.751,11.295,11.997,12.467,12.377,11.572,11.985,11.307,11.45,10.631,10.731,10.801,10.796,11.357,11.381,11.572,11.989,11.66,11.168,11.267,11.143,11.142,12.101,12.053,11.82,12.161,12.047,12.095,11.932,12.348,12.086,12.4,11.122,12.074,12.253,11.878,11.461,11.617,10.847,10.249,11.075,10.539,10.885,10.935,10.236,10.734,11.658,11.283,11.718,11.877,11.695,12.125,12.135,11.132,11.585,11.782,12.268,12.247,12.25,12.055,11.33,11.038,11.012,10.469,10.262,10.363,10.897,11.796,10.773,12.185,11.438,10.595,9.3221,10.823,11.805,11.082,10.912,11.294,11.357,11.823,12.057,11.584,11.375,11.068,11.671,11.095,11.048,10.871,10.858,11.167,10.145,10.857,11.415,10.821,10.968,11.221,11.415,10.623,10.768,11.385,10.857,9.3877,9.7578,10.388,10.315,10.347,10.988,11.219,10.712,10.807,11.609,11.846,10.741,11.289,12.069,11.525,10.897,10.248,11.492,10.789,11.212,11.676,10.451,10.604,11.15,11.829,11.465,11.635,11.719
8.9376,8.3511,8.7566,8.2653,8.606,8.639,7.8446,7.9737,7.9965,8.0569,8.1066,8.1624,8.1593,8.4386,7.9554,8.656,8.0696,8.0686,8.2088,8.5024,7.8897,8.5842,8.1851,8.8158,8.4524,9.0671,9.1042,8.8127,8.6872,8.7455,7.7653,8.4916,8.1068,8.5968,9.6302,8.9636,8.899,8.9904,8.8255,9.0128,9.2255,9.5272,8.9299,8.9367,9.4527,8.7225,8.7607,8.8698,9.246,9.3901,9.2469,9.3607,9.8943,9.0823,8.8642,9.3102,8.6206,8.7131,8.4453,7.9595,8.1318,7.4822,7.9391,7.7659,7.6018,7.2235,7.4344,7.4594,7.0057,7.7779,7.167,7.4564,7.22,7.7662,7.7162,7.8162,7.4621,7.8084,7.513,7.3752,7.2249,7.4041,7.5559,7.3179,7.9162,7.4792,7.0611,7.2686,7.3046,7.0248,6.5905,6.3293,6.5513,6.9655,6.0389,5.994,6.2549,6.4785,5.7359,6.3883,6.6081,6.6835,6.825,6.5338,6.2806,7.1698,7.2987,7.4783,7.7775,7.8883,8.1026,7.4655,7.45,7.8893,7.7582,8.3734,7.9445,8.039,8.0633,7.9806,8.3506,7.5968,7.0372,7.183,7.4593,7.2128,6.5914,6.7124,7.1465,7.4801,8.1427,7.1222,6.9774,8.0658,8.393,8.2144,8.3688,8.1175,8.5861,8.1023,8.6781,8.2475,8.0339,8.1866,7.9335,7.8973,7.8429,8.9819,8.0612,8.2565,8.1264,8.4934,8.5824,9.1412,9.4721,9.4592,8.9517,9.1536,9.1938,9.8317,8.2589,9.3222,8.6793,8.7265,8.7916,8.3794,8.1484,7.806,8.2749,7.9107,7.5832,8.3582,7.8703,7.9066,7.9495,8.0581,7.2135,8.6531,8.2892,7.8452
3.5756,3.7455,3.7132,3.6804,3.8078,3.8592,3.6637,3.9816,3.8554,3.716,3.6638,3.7035,3.7256,3.7957,3.5631,3.3502,3.4371,3.2382,3.0627,3.3783,3.0568,3.0835,3.07,2.8228,2.852,3.037,2.811,2.5902,2.9066,2.8217,2.6157,2.7265,2.9779,2.9965,2.766,2.8858,2.8291,2.7763,3.1803,3.1164,2.7871,3.2079,3.2124,3.4282,3.2585,3.2378,3.376,3.0761,2.9527,3.0141,3.5088,3.6971,3.4107,3.5574,3.2045,3.5475,3.5919,3.5408,3.8052,3.6296,3.7416,3.4175,3.6102,3.8017,3.5711,3.7441,3.3886,3.5861,3.6015,3.1666,3.3724,3.1913,3.0519,3.3926,3.4068,3.1886,3.1038,3.2274,3.1667,3.0268,3.1021,2.8507,2.8684,3.1165,3.191,3.3205,3.5016,3.2226,3.1005,3.001,3.1936,3.3255,2.9594,3.1671,3.3738,3.3188,3.0456,3.4461,3.2368,3.6571,3.3651,3.499,3.6243,3.8163,3.3156,3.7213,3.5352,3.5608,3.7275,3.6979,3.8752,3.6968,3.8513,3.7851,3.6551,3.8616,3.7046,3.9129,3.838,3.6069,3.9681,3.8891,3.6141,3.686,3.6054,3.3826,3.4426,3.6072,3.7727,3.6476,3.6371,3.8713,3.4913,3.3257,3.2504,3.6107,3.4666,3.3594,3.3608,3.4861,3.4835,3.1232,3.3689,3.3856,3.5857,3.5037,3.6591,3.8048,3.278,3.4023,3.476,3.6558,3.5136,3.6965,3.3675,3.2707,3.3812,3.3662,3.5741,3.6386,3.6056,3.6744,3.7866,3.6024,3.7293,3.6077,3.6916,3.4016,3.8944,3.825,3.9448,4.1527,4.0581,3.9234,3.6141,3.6108,3.8701,3.9096,3.8095,3.9716
12.159,11.979,11.376,11.381,11.147,11.736,11.619,11.485,11.272,11.979,11.184,11.005,11.863,11.498,10.992,11.21,11.103,11.265,10.307,10.646,10.32,10.991,10.481,10.249,10.451,11.226,10.504,11.247,11.254,11.685,11.601,12.822,12.645,11.79,11.581,10.98,10.971,10.561,10.224,10.93,11.225,10.514,11.275,11.786,12.235,12.062,12.541,12.456,12.272,12.226,12.641,12.485,12.964,13.348,13.614,13.5,14.015,14.407,14.515,13.863,13.93,13.118,13.018,13.01,12.331,12.909,11.406,12.787,12.618,12.26,11.652,11.629,10.913,11.23,10.688,10.916,11.249,12.073,11.959,12.163,12.406,12.972,11.855,12.882,12.913,13.034,12.698,10.45,12.096,10.677,10.509,10.325,10.003,9.4721,10.102,9.9945,10.512,10.227,10.616,11.182,11.407,11.567,11.543,11.967,11.773,10.225,11.409,11.039,10.58,10.485,10.418,9.0255,8.9754,8.7974,8.2037,8.937,8.3856,8.8838,8.956,9.6568,9.4018,9.4111,10.054,10.26,10.578,10.886,11.277,11.197,11.416,11.297,11.485,11.857,12.42,12.346,10.862,12.113,11.609,11.149,11.128,10.685,11.079,9.7827,9.9945,10.586,10.129,9.9148,10.505,10.907,10.811,11.561,11.647,11.55,11.397,11.202,10.972,10.08,9.9194,10.27,10.117,10.116,10.041,9.9198,8.9611,8.9663,7.9772,7.9706,8.2818,8.3699,8.9323,8.8817,8.7298,8.9712,9.7971,9.7362,9.0923,8.7494,8.9904,8.9786,9.0299,9.2753
5.0502,5.3839,4.8142,5.3666,5.0817,4.8339,5.0133,5.119,5.1829,5.3445,5.176,5.5701,5.4022,5.2917,5.5175,5.1885,5.4097,5.313,5.4406,5.6778,5.6091,5.416,5.6675,5.6468,5.5014,5.7229,5.4473,5.7568,5.6875,5.2015,5.3765,5.5325,5.7861,5.4806,5.7631,5.8934,5.2733,5.3675,5.5162,5.6486,6.0332,6.117,6.0359,6.4274,6.5021,6.2665,6.7079,6.8509,6.5088,6.7084,7.0674,6.6934,6.6514,6.6699,6.7144,6.9371,6.8047,6.5177,6.7305,6.6481,6.6193,6.9138,7.0451,6.8947,6.6816,6.73,6.2756,6.4286,6.1594,6.2181,6.2159,6.14,6.0158,6.1122,6.1752,5.8113,5.5934,5.7081,5.5186,5.2201,5.1583,5.0858,4.9933,4.8871,5.1254,5.1369,5.0883,5.4966,5.4145,5.4071,5.0836,4.8272,5.3438,5.7585,5.4814,5.8692,5.414,5.7662,5.6347,5.707,5.5361,5.8025,5.3227,5.7768,5.8189,5.7607,5.982,6.6341,6.0575,5.9925,6.0105,5.8366,6.0131,5.9752,6.061,6.2313,6.1108,6.4866,6.2829,6.0435,5.8065,6.153,5.8566,5.8778,4.9142,5.8307,5.86,6.1049,5.7504,5.8567,5.6482,5.7245,5.5964,5.6689,5.6054,5.6933,5.4549,4.9718,5.3707,5.211,5.3332,5.2259,5.8584,5.5118,5.6559,5.2949,5.6782,5.7313,5.5328,5.6599,5.8564,5.6407,5.8604,5.8227,6.0814,5.8521,5.8349,6.0532,6.3339,6.2197,5.9316,5.6752,6.3479,6.0893,6.3086,6.4062,6.4125,6.2352,6.4866,5.9185,6.4582,6.2864,6.3337,5.896,6.251,6.4213,6.4351,6.0055,6.0174,5.9728
2.5991,2.6333,2.3259,2.1648,2.2769,2.1159,2.1497,2,2.0087,1.9012,2.0263,1.7425,1.8612,1.8058,1.6888,1.7828,1.6647,1.5613,1.6533,1.557,1.3245,1.508,1.5362,1.6327,1.5216,1.4584,1.641,1.3057,1.3355,1.2966,1.3917,1.4426,1.55,1.3547,1.3159,1.3328,1.2977,1.4381,1.5537,1.2441,1.2478,1.2377,1.239,1.44,1.23,1.2211,1.1416,1.3343,1.3003,1.4162,1.2482,1.1671,1.2137,1.1134,1.1062,1.2197,1.2922,1.378,1.274,1.1538,1.1597,1.2523,1.0441,1.248,1.076,1.1051,1.2512,1.1564,1.1438,1.075,1.1153,1.0262,1.215,1.2166,1.1539,1.2568,1.0755,1.202,1.1065,1.0338,0.91101,1.1787,1.0629,1.0486,1.1157,1.1151,1.0499,1.0782,1.0287,1.001,1.0376,1.0772,1.0736,1.0161,1.0268,1.1603,1.0548,0.96764,1.1178,0.99565,1.1454,0.78227,0.93317,1.0179,0.96503,0.97731,0.9891,0.94575,1.0409,1.0282,1.001,0.99432,0.92743,0.99468,0.94332,0.94767,0.93995,1.1831,1.0422,0.98834,0.98289,0.9378,1.0346,0.93117,0.92631,0.96695,1.0065,1.042,0.8761,0.94686,0.95478,1.0478,0.90873,0.80539,1.0378,1.0185,0.93107,0.90707,0.8784,0.70244,0.90106,0.90482,0.90784,0.90651,1.0203,0.98573,0.8929,0.994,1.0289,0.7953,0.86612,0.88691,0.80025,0.79571,0.99246,0.864,1.0679,0.81235,0.74957,0.95767,0.76494,0.92658,0.94616,1.0975,0.83624,0.87921,0.90445,0.92979,0.85551,0.90288,0.92239,0.8353,0.72635,0.87052,0.90565,0.89804,0.85351,0.89822,0.6891,0.92517
4.9641,6.0687,4.7415,5.4536,5.2525,5.4688,5.0151,5.8258,5.3128,5.4026,5.1797,5.6116,5.1549,5.5774,5.2868,5.2186,5.138,5.5154,5.3472,5.565,5.2877,5.3911,5.3133,5.4422,5.2532,5.5474,5.5444,5.4877,5.6527,5.7249,6.0146,5.4939,6.2776,5.5543,5.8127,6.0576,6.1493,5.7754,6.0445,5.3706,5.8177,5.4513,5.6106,5.0673,5.5398,5.2555,5.3529,5.1194,5.0837,5.0426,5.1291,4.9867,4.9235,4.8623,5.03,5.1701,5.1898,5.5685,5.1404,5.5122,5.2463,5.6936,5.3242,5.6585,5.2505,5.6948,5.2788,5.4908,5.208,5.636,5.6059,5.5426,5.9216,5.3794,5.61,5.3171,6.0408,5.6009,5.9499,5.7776,5.8352,5.3033,6.0685,5.5834,5.8375,5.533,5.4702,5.1622,5.7697,5.6276,5.8602,5.7767,5.0768,6.1124,5.3005,5.9582,5.2252,6.0208,5.6466,5.9277,5.4087,5.7125,5.6439,5.9435,5.3042,5.913,5.6208,5.0553,5.5492,5.1477,5.4223,5.0784,5.5935,5.3509,5.5014,4.5536,4.833,4.5005,4.5396,4.3513,4.7572,4.3545,4.4563,4.8416,4.2874,4.8829,4.3151,4.8473,4.3225,4.82,4.769,4.8455,4.3266,4.7119,4.7325,4.9961,5.3045,5.0322,4.7251,4.7474,5.1968,4.8361,5.7673,5.1109,5.7098,5.428,5.82,5.285,5.6124,5.6784,5.3867,5.4535,5.7123,5.4266,5.4224,5.4183,5.4101,5.7803,5.0173,6.015,5.775,6.0599,5.8462,6.2722,5.8067,5.9866,5.3786,6.0472,5.7269,5.5354,5.8345,5.2657,5.5967,5.371,5.3092,4.4826,5.2864,4.4109,4.7891,4.8959
11.838,12.512,12.166,11.898,12.636,12.447,11.702,12.911,13.176,12.259,12.635,12.676,11.927,12.227,12.272,12.564,13.148,12.476,12.494,12.683,12.465,11.861,12.033,9.7426,9.6747,9.9636,9.2634,9.7579,9.5437,9.8785,11.665,12.054,11.981,11.556,11.835,11.776,12.367,12.318,12.666,12.496,13.078,12.519,13.265,12.355,12.874,12.442,13.152,12.638,12.308,12.349,12.396,11.374,12.326,12.488,12.065,12.837,12.691,12.203,11.953,11.8,12.192,11.57,12.439,12.32,11.987,11.489,11.592,12.158,12.798,13.109,13.112,12.928,12.828,11.986,11.478,12.148,12.695,12.104,11.82,11.251,11.183,11.235,11.607,11.746,12.374,11.303,11.221,10.854,11.629,11.481,11.551,11.978,11.788,12.038,11.835,11.61,11.785,11.8,12.527,12.175,11.997,11.949,12.352,12.648,12.436,11.863,11.952,11.859,11.439,10.518,10.966,10.835,10.326,10.456,10.081,9.5644,9.7377,10.063,9.6231,9.9111,10.995,10.193,10.045,10.446,10.299,10.365,11.038,10.813,11.107,10.985,10.691,10.813,11.128,11.07,10.855,9.922,10.912,10.95,10.625,10.524,10.359,9.6054,9.48,9.7707,9.2864,9.4277,8.4819,9.7456,9.5027,9.7104,9.6756,9.638,9.2372,9.8542,10.475,11.099,12.46,12.968,12.763,12.071,11.734,11.544,12.174,11.778,11.073,11.447,11.676,10.989,11.471,11.055,11.143,11.14,11.224,11.276,11.532,11.98,12.095,12.052,11.064,11.511
